Flight No,Origin,Destination,Airline,Equipment,Type,o_iata,d_iata
BA138,Mumbai,London,British Airways,B788,I,BOM,LHR
BA139,London,Mumbai,British Airways,B788,I,LHR,BOM
BA142,Delhi,London,British Airways,B788,I,DEL,LHR
BA143,London,Delhi,British Airways,B788,I,LHR,DEL
BA198,Mumbai,London,British Airways,B772,I,BOM,LHR
BA199,London,Mumbai,British Airways,B772,I,LHR,BOM
BA256,Delhi,London,British Airways,B788,I,DEL,LHR
BA257,London,Delhi,British Airways,B788,I,LHR,DEL
BA276,Hyderabad,London,British Airways,B772,I,HYD,LHR
BA277,London,Hyderabad,British Airways,B772,I,LHR,HYD
BA35,London,Chennai,British Airways,B788,I,LHR,MAA
BA36,Chennai,London,British Airways,B788,I,MAA,LHR
BG363,Dhaka,Chennai,Biman Bangladesh Airlines,B738,I,DAC,MAA
BG364,Chennai,Dhaka,Biman Bangladesh Airlines,B738,I,MAA,DAC
BG391,Dhaka,Kolkata,Biman Bangladesh Airlines,DH8D,I,DAC,CCU
BG392,Kolkata,Dhaka,Biman Bangladesh Airlines,DH8D,I,CCU,DAC
BG395,Dhaka,Kolkata,Biman Bangladesh Airlines,DH8D,I,DAC,CCU
BG396,Kolkata,Dhaka,Biman Bangladesh Airlines,DH8D,I,CCU,DAC
BG397,Dhaka,Delhi,Biman Bangladesh Airlines,B738,I,DAC,DEL
BG398,Delhi,Dhaka,Biman Bangladesh Airlines,B738,I,DEL,DAC
BS201,Dhaka,Kolkata,US-Bangla Airlines,B738,I,DAC,CCU
BS202,Kolkata,Dhaka,US-Bangla Airlines,B738,I,CCU,DAC
BS203,Dhaka,Kolkata,US-Bangla Airlines,AT76,I,DAC,CCU
BS204,Kolkata,Dhaka,US-Bangla Airlines,AT76,I,CCU,DAC
BS205,Dhaka,Chennai,US-Bangla Airlines,B738,I,DAC,MAA
BS206,Chennai,Dhaka,US-Bangla Airlines,B738,I,MAA,DAC
BS207,Chittagong,Kolkata,US-Bangla Airlines,AT76,I,CGP,CCU
BS208,Kolkata,Chittagong,US-Bangla Airlines,AT76,I,CCU,CGP
BZ102,Bengaluru,Mumbai,Blue Dart Aviation,B752,D,BLR,BOM
BZ102,Mumbai,Delhi,Blue Dart Aviation,B752,D,BOM,DEL
BZ102,Delhi,Kolkata,Blue Dart Aviation,B752,D,DEL,CCU
BZ102,Chennai,Bengaluru,Blue Dart Aviation,B752,D,MAA,BLR
BZ154,Hyderabad,Mumbai,Blue Dart Aviation,B752,D,HYD,BOM
BZ154,Mumbai,Ahmedabad,Blue Dart Aviation,B752,D,BOM,AMD
BZ154,Ahmedabad,Delhi,Blue Dart Aviation,B752,D,AMD,DEL
BZ154,Chennai,Hyderabad,Blue Dart Aviation,B752,D,MAA,HYD
BZ201,Kolkata,Delhi,Blue Dart Aviation,B752,D,CCU,DEL
BZ201,Delhi,Mumbai,Blue Dart Aviation,B752,D,DEL,BOM
BZ201,Mumbai,Bengaluru,Blue Dart Aviation,B752,D,BOM,BLR
BZ201,Bengaluru,Chennai,Blue Dart Aviation,B752,D,BLR,MAA
BZ304,Bengaluru,Delhi,Blue Dart Aviation,B752,D,BLR,DEL
BZ403,Delhi,Bengaluru,Blue Dart Aviation,B752,D,DEL,BLR
BZ481,Delhi,Ahmedabad,Blue Dart Aviation,B752,D,DEL,AMD
BZ481,Ahmedabad,Mumbai,Blue Dart Aviation,B752,D,AMD,BOM
BZ481,Mumbai,Hyderabad,Blue Dart Aviation,B752,D,BOM,HYD
BZ481,Hyderabad,Chennai,Blue Dart Aviation,B752,D,HYD,MAA
BZ486,Delhi,Hyderabad,Blue Dart Aviation,757,D,DEL,HYD
BZ684,Hyderabad,Delhi,Blue Dart Aviation,757,D,HYD,DEL
CI5640,Luxembourg,Delhi,China Airlines Cargo,B744,I,LUX,DEL
CI5640,Delhi,Taipei,China Airlines Cargo,B744,I,DEL,TPE
CX3132,Mumbai,Hong Kong,Cathay Pacific Cargo,B744,I,BOM,HKG
CX38,Delhi,Hong Kong,Cathay Pacific,74N,I,DEL,HKG
CX39,Hong Kong,Mumbai,Cathay Pacific Cargo,B744,I,HKG,BOM
CX623,Hong Kong,Bengaluru,Cathay Pacific,A359,I,HKG,BLR
CX624,Bengaluru,Hong Kong,Cathay Pacific,A359,I,BLR,HKG
CX631,Hong Kong,Chennai,Cathay Pacific,A333,I,HKG,MAA
CX632,Chennai,Hong Kong,Cathay Pacific,A333,I,MAA,HKG
CX660,Mumbai,Hong Kong,Cathay Pacific,B77W,I,BOM,HKG
CX663,Hong Kong,Mumbai,Cathay Pacific,B77W,I,HKG,BOM
CX685,Hong Kong,Mumbai,Cathay Pacific ,B77W,I,HKG,BOM
CX695,Hong Kong,Delhi,Cathay Pacific,B77W,I,HKG,DEL
CX696,Mumbai,Hong Kong,Cathay Pacific ,B77W,I,BOM,HKG
CX698,Delhi,Hong Kong,Cathay Pacific,B77W,I,DEL,HKG
D7182,Kuala Lumpur,Delhi,AirAsia X,A333,I,KUL,DEL
D7183,Delhi,Kuala Lumpur,AirAsia X,A333,I,DEL,KUL
DD958,Bangkok,Hyderabad,Nok Air ,B738,I,DMK,HYD
EK500,Dubai,Mumbai,Emirates,A388,I,DXB,BOM
EK501,Mumbai,Dubai,Emirates,A388,I,BOM,DXB
EK502,Dubai,Mumbai,Emirates,B77W,I,DXB,BOM
EK503,Mumbai,Dubai,Emirates,B77W,I,BOM,DXB
EK504,Dubai,Mumbai,Emirates,B77W,I,DXB,BOM
EK505,Mumbai,Dubai,Emirates,B77W,I,BOM,DXB
EK506,Dubai,Mumbai,Emirates,77W,I,DXB,BOM
EK507,Mumbai,Dubai,Emirates,B77W,I,BOM,DXB
EK508,Dubai,Mumbai,Emirates,B77W,I,DXB,BOM
EK509,Mumbai,Dubai,Emirates,77W,I,BOM,DXB
EK510,Dubai,Delhi,Emirates,B77W,I,DXB,DEL
EK511,Delhi,Dubai,Emirates,B77W,I,DEL,DXB
EK512,Dubai,Delhi,Emirates,B77W,I,DXB,DEL
EK513,Delhi,Dubai,Emirates,B77W,I,DEL,DXB
EK514,Dubai,Delhi,Emirates,B77W,I,DXB,DEL
EK515,Delhi,Dubai,Emirates,77W,I,DEL,DXB
EK516,Dubai,Delhi,Emirates,B77W,I,DXB,DEL
EK517,Delhi,Dubai,Emirates,B77W,I,DEL,DXB
EK524,Dubai,Hyderabad,Emirates,B77W,I,DXB,HYD
EK525,Hyderabad,Dubai,Emirates,B77W,I,HYD,DXB
EK526,Dubai,Hyderabad,Emirates,B77W,I,DXB,HYD
EK527,Hyderabad,Dubai,Emirates,B77W,I,HYD,DXB
EK528,Dubai,Hyderabad,Emirates,B77W,I,DXB,HYD
EK529,Hyderabad,Dubai,Emirates,77W,I,HYD,DXB
EK530,Dubai,Cochin,Emirates,B77W,I,DXB,COK
EK531,Cochin,Dubai,Emirates,B77W,I,COK,DXB
EK532,Dubai,Cochin,Emirates,B77L,I,DXB,COK
EK533,Cochin,Dubai,Emirates,B77L,I,COK,DXB
EK538,Dubai,Ahmedabad,Emirates,B77W,I,DXB,AMD
EK539,Ahmedabad,Dubai,Emirates,B77W,I,AMD,DXB
EK542,Dubai,Chennai,Emirates,B77W,I,DXB,MAA
EK543,Chennai,Dubai,Emirates,B77W,I,MAA,DXB
EK544,Dubai,Chennai,Emirates,B77W,I,DXB,MAA
EK545,Chennai,Dubai,Emirates,B77W,I,MAA,DXB
EK546,Dubai,Chennai,Emirates,B77W,I,DXB,MAA
EK547,Chennai,Dubai,Emirates,B77W,I,MAA,DXB
EK564,Dubai,Bengaluru,Emirates,77W,I,DXB,BLR
EK565,Bengaluru,Dubai,Emirates,77W,I,BLR,DXB
EK566,Dubai,Bengaluru,Emirates,B77W,I,DXB,BLR
EK567,Bengaluru,Dubai,Emirates,B77W,I,BLR,DXB
EK568,Dubai,Bengaluru,Emirates,A388,I,DXB,BLR
EK569,Bengaluru,Dubai,Emirates,A388,I,BLR,DXB
EK570,Dubai,Kolkata,Emirates,B77W,I,DXB,CCU
EK571,Kolkata,Dubai,Emirates,B77W,I,CCU,DXB
EK572,Dubai,Kolkata,Emirates,B77W,I,DXB,CCU
EK573,Kolkata,Dubai,Emirates,B77W,I,CCU,DXB
EK9219,Delhi,Dubai,Emirates,B77W,I,DEL,DXB
EK9219,Hong Kong,Delhi,Emirates,77X,I,HKG,DEL
ET3610,Addis Ababa,Mumbai,Ethiopian Airlines,73F,I,ADD,BOM
ET3611,Mumbai,Addis Ababa,Ethiopian Airlines,73F,I,BOM,ADD
ET610,Addis Ababa,Mumbai,Ethiopian Airlines,B789,I,ADD,BOM
ET611,Mumbai,Addis Ababa,Ethiopian Airlines,B789,I,BOM,ADD
ET640,Addis Ababa,Mumbai,Ethiopian Airlines,B789,I,ADD,BOM
ET641,Mumbai,Addis Ababa,Ethiopian Airlines,B789,I,BOM,ADD
ET686,Addis Ababa,Delhi,Ethiopian Airlines,B77L,I,ADD,DEL
ET687,Delhi,Addis Ababa,Ethiopian Airlines,B788,I,DEL,ADD
ET688,Addis Ababa,Delhi,Ethiopian Airlines,B788,I,ADD,DEL
ET689,Delhi,Addis Ababa,Ethiopian Airlines,B77L,I,DEL,ADD
ET690,Addis Ababa,Bengaluru,Ethiopian Airlines,B738,I,ADD,BLR
ET693,Chennai,Addis Ababa,Ethiopian Airlines,B38M,I,MAA,ADD
EY196,Abu Dhabi,Mumbai,Etihad Airways,A320,I,AUH,BOM
EY197,Mumbai,Abu Dhabi,Etihad Airways,A320,I,BOM,AUH
EY203,Mumbai,Abu Dhabi,Etihad Airways,A35K,I,BOM,AUH
EY204,Abu Dhabi,Mumbai,Etihad Airways,A35K,I,AUH,BOM
EY205,Mumbai,Abu Dhabi,Etihad Airways,B789,I,BOM,AUH
EY206,Abu Dhabi,Mumbai,Etihad Airways,B789,I,AUH,BOM
EY207,Mumbai,Abu Dhabi,Etihad Airways,A320,I,BOM,AUH
EY208,Abu Dhabi,Mumbai,Etihad Airways,A320,I,AUH,BOM
EY209,Delhi,Abu Dhabi,Etihad Airways,A321,I,DEL,AUH
EY210,Abu Dhabi,Delhi,Etihad Airways,A321,I,AUH,DEL
EY211,Delhi,Abu Dhabi,Etihad Airways,B789,I,DEL,AUH
EY212,Abu Dhabi,Delhi,Etihad Airways,A320,I,AUH,DEL
EY213,Delhi,Abu Dhabi,Etihad Airways,A320,I,DEL,AUH
EY216,Abu Dhabi,Bengaluru,Etihad Airways,A321,I,AUH,BLR
EY217,Bengaluru,Abu Dhabi,Etihad Airways,A321,I,BLR,AUH
EY218,Abu Dhabi,Delhi,Etihad Airways,B789,I,AUH,DEL
EY223,Delhi,Abu Dhabi,Etihad Airways,A35K,I,DEL,AUH
EY224,Abu Dhabi,Delhi,Etihad Airways,A35K,I,AUH,DEL
EY238,Abu Dhabi,Bengaluru,Etihad Airways,B789,I,AUH,BLR
EY239,Bengaluru,Abu Dhabi,Etihad Airways,B789,I,BLR,AUH
EY246,Abu Dhabi,Chennai,Etihad Airways,A320,I,AUH,MAA
EY247,Chennai,Abu Dhabi,Etihad Airways,A320,I,MAA,AUH
EY254,Abu Dhabi,Cochin,Etihad Airways,A321,I,AUH,COK
EY255,Cochin,Abu Dhabi,Etihad Airways,A321,I,COK,AUH
EY256,Abu Dhabi,Kolkata,Etihad Airways,A320,I,AUH,CCU
EY257,Kolkata,Abu Dhabi,Etihad Airways,A320,I,CCU,AUH
EY258,Abu Dhabi,Kolkata,Etihad Airways,A320,I,AUH,CCU
EY259,Kolkata,Abu Dhabi,Etihad Airways,A320,I,CCU,AUH
EY268,Abu Dhabi,Chennai,Etihad Airways,A320,I,AUH,MAA
EY269,Chennai,Abu Dhabi,Etihad Airways,A320,I,MAA,AUH
EY272,Abu Dhabi,Chennai,Etihad Airways,A320,I,AUH,MAA
EY273,Chennai,Abu Dhabi,Etihad Airways,A320,I,MAA,AUH
EY274,Abu Dhabi,Hyderabad,Etihad Airways,B789,I,AUH,HYD
EY275,Hyderabad,Abu Dhabi,Etihad Airways,B789,I,HYD,AUH
EY276,Abu Dhabi,Hyderabad,Etihad Airways,B789,I,AUH,HYD
EY277,Hyderabad,Abu Dhabi,Etihad Airways,B789,I,HYD,AUH
EY280,Abu Dhabi,Cochin,Etihad Airways,A321,I,AUH,COK
EY281,Cochin,Abu Dhabi,Etihad Airways,A321,I,COK,AUH
EY284,Abu Dhabi,Ahmedabad,Etihad Airways,A321,I,AUH,AMD
EY285,Ahmedabad,Abu Dhabi,Etihad Airways,A321,I,AMD,AUH
EY286,Abu Dhabi,Ahmedabad,Etihad Airways,A321,I,AUH,AMD
EY287,Ahmedabad,Abu Dhabi,Etihad Airways,A321,I,AMD,AUH
EY288,Abu Dhabi,Cochin,Etihad Airways,A320,I,AUH,COK
EY289,Cochin,Abu Dhabi,Etihad Airways,A320,I,COK,AUH
FD120,Bangkok,Kolkata,AirAsia ,A20N,I,DMK,CCU
FD121,Kolkata,Bangkok,AirAsia ,A320,I,CCU,DMK
FD137,Bangkok,Bengaluru,AirAsia,A320,I,DMK,BLR
FD138,Bengaluru,Bangkok,AirAsia,A320,I,BLR,DMK
FD153,Bangkok,Chennai,AirAsia,A320,I,DMK,MAA
FD154,Chennai,Bangkok,AirAsia,A320,I,MAA,DMK
FD170,Bangkok,Cochin,AirAsia,A320,I,DMK,COK
FD171,Cochin,Bangkok,AirAsia,A320,I,COK,DMK
FZ437,Dubai,Ahmedabad,flydubai,B738,I,DXB,AMD
FZ438,Ahmedabad,Dubai,flydubai,B738,I,AMD,DXB
FZ445,Dubai,Mumbai,flydubai,B38M,I,DXB,BOM
FZ446,Mumbai,Dubai,flydubai,B38M,I,BOM,DXB
G9401,Sharjah,Mumbai,Air Arabia,A320,I,SHJ,BOM
G9402,Mumbai,Sharjah,Air Arabia,A320,I,BOM,SHJ
G9405,Sharjah,Mumbai,Air Arabia,A320,I,SHJ,BOM
G9406,Mumbai,Sharjah,Air Arabia,A320,I,BOM,SHJ
G9418,Sharjah,Ahmedabad,Air Arabia,A320,I,SHJ,AMD
G9419,Ahmedabad,Sharjah,Air Arabia,A320,I,AMD,SHJ
G9422,Sharjah,Cochin,Air Arabia,A320,I,SHJ,COK
G9423,Cochin,Sharjah,Air Arabia,A320,I,COK,SHJ
G9426,Sharjah,Cochin,Air Arabia,A320,I,SHJ,COK
G9427,Cochin,Sharjah,Air Arabia,A320,I,COK,SHJ
G9463,Sharjah,Delhi,Air Arabia,A320,I,SHJ,DEL
G9464,Delhi,Sharjah,Air Arabia,A320,I,DEL,SHJ
G9465,Sharjah,Delhi,Air Arabia,A320,I,SHJ,DEL
G9466,Delhi,Sharjah,Air Arabia,A320,I,DEL,SHJ
G9467,Sharjah,Hyderabad,Air Arabia,A320,I,SHJ,HYD
G9468,Hyderabad,Sharjah,Air Arabia,A320,I,HYD,SHJ
G9471,Sharjah,Chennai,Air Arabia,A320,I,SHJ,MAA
G9472,Chennai,Sharjah,Air Arabia,A320,I,MAA,SHJ
G9492,Sharjah,Goa,Air Arabia,A320,I,SHJ,GOI
G9493,Goa,Sharjah,Air Arabia,A320,I,GOI,SHJ
G9496,Sharjah,Bengaluru,Air Arabia,A320,I,SHJ,BLR
G9497,Bengaluru,Sharjah,Air Arabia,A320,I,BLR,SHJ
GF130,Bahrain,Delhi,Gulf Air,A21N,I,BAH,DEL
GF131,Delhi,Bahrain,Gulf Air,A21N,I,DEL,BAH
GF134,Bahrain,Delhi,Gulf Air,A21N,I,BAH,DEL
GF135,Delhi,Bahrain,Gulf Air,A21N,I,DEL,BAH
GF270,Bahrain,Cochin,Gulf Air,A321,I,BAH,COK
GF271,Cochin,Bahrain,Gulf Air,A321,I,COK,BAH
GF274,Bahrain,Hyderabad,Gulf Air,A20N,I,BAH,HYD
GF275,Hyderabad,Bahrain,Gulf Air,A20N,I,HYD,BAH
GF280,Bahrain,Bengaluru,Gulf Air,A320,I,BAH,BLR
GF281,Bengaluru,Bahrain,Gulf Air,A320,I,BLR,BAH
GF286,Bahrain,Goa,Gulf Air,A320,I,BAH,GOI
GF287,Goa,Bahrain,Gulf Air,A320,I,GOI,BAH
GF52,Bahrain,Chennai,Gulf Air,A20N,I,BAH,MAA
GF53,Chennai,Bahrain,Gulf Air,A20N,I,MAA,BAH
GF56,Bahrain,Mumbai,Gulf Air,A21N,I,BAH,BOM
GF57,Mumbai,Bahrain,Gulf Air,A21N,I,BOM,BAH
GF64,Bahrain,Mumbai,Gulf Air,A321,I,BAH,BOM
GF65,Mumbai,Bahrain,Gulf Air,A321,I,BOM,BAH
GF68,Bahrain,Chennai,Gulf Air,A320,I,BAH,MAA
GF69,Chennai,Bahrain,Gulf Air,A320,I,MAA,BAH
HY421,Tashkent,Delhi,Uzbekistan Airways,A21N,I,TAS,DEL
HY422,Delhi,Tashkent,Uzbekistan Airways,A21N,I,DEL,TAS
I51231,Kolkata,Imphal,AIX Connect,A320,D,CCU,IMF
I51232,Imphal,Kolkata,AIX Connect,A320,D,IMF,CCU
I51452,Bengaluru,Kolkata,AIX Connect,A320,D,BLR,CCU
I51453,Kolkata,Bengaluru,AIX Connect,A320,D,CCU,BLR
I51453,Bengaluru,Goa,AIX Connect,A320,D,BLR,GOI
I51455,Goa,Bengaluru,AIX Connect,A320,D,GOI,BLR
I51455,Bengaluru,Lucknow,AIX Connect,A320,D,BLR,LKO
I51518,Hyderabad,Goa,AIX Connect,A320,D,HYD,GOI
I51518,Goa,Bengaluru,AIX Connect,A320,D,GOI,BLR
I51528,Bengaluru,Visakhapatnam,AIX Connect,A320,D,BLR,VTZ
I51528,Visakhapatnam,Hyderabad,AIX Connect,A320,D,VTZ,HYD
I51529,Hyderabad,Visakhapatnam,AIX Connect,A320,D,HYD,VTZ
I51529,Visakhapatnam,Bengaluru,AIX Connect,A320,D,VTZ,BLR
I51531,Siliguri,Bengaluru,AIX Connect,A320,D,IXB,BLR
I51532,Bengaluru,Delhi,AIX Connect,A320,D,BLR,DEL
I51533,Bengaluru,Kolkata,AIX Connect,A320,D,BLR,CCU
I51534,Delhi,Bengaluru,AIX Connect,A320,D,DEL,BLR
I51536,Kolkata,Bengaluru,AIX Connect,A320,D,CCU,BLR
I51537,Bengaluru,Siliguri,AIX Connect,A320,D,BLR,IXB
I51543,Jaipur,Hyderabad,AIX Connect,A20N,D,JAI,HYD
I51543,Hyderabad,Bengaluru,AIX Connect,A20N,D,HYD,BLR
I51553,Delhi,Siliguri,AIX Connect,A320,D,DEL,IXB
I51562,Bengaluru,Bhubaneswar,AIX Connect ,A320,D,BLR,BBI
I51562,Bhubaneswar,Kolkata,AIX Connect ,A320,D,BBI,CCU
I51563,Kolkata,Bhubaneswar,AIX Connect ,A320,D,CCU,BBI
I51563,Bhubaneswar,Bengaluru,AIX Connect ,A320,D,BBI,BLR
I51565,Bhubaneswar,Bengaluru,AIX Connect ,A320,D,BBI,BLR
I51567,Bengaluru,Bhubaneswar,AIX Connect ,A320,D,BLR,BBI
I51568,Ranchi,Bengaluru,AIX Connect,A320,D,IXR,BLR
I51569,Delhi,Surat,AIX Connect,A320,D,DEL,STV
I51569,Surat,Bengaluru,AIX Connect,A320,D,STV,BLR
I51576,Bengaluru,Hyderabad,AIX Connect,A20N,D,BLR,HYD
I51576,Hyderabad,Jaipur,AIX Connect,A20N,D,HYD,JAI
I51613,Cochin,Bengaluru,AIX Connect,A320,D,COK,BLR
I51731,Bengaluru,Hyderabad,AIX Connect ,A320,D,BLR,HYD
I51732,Hyderabad,Bengaluru,AIX Connect ,A320,D,HYD,BLR
I51780,Bengaluru,Siliguri,AIX Connect,A320,D,BLR,IXB
I51781,Siliguri,Bengaluru,AIX Connect,A320,D,IXB,BLR
I51781,Bengaluru,Visakhapatnam,AIX Connect,A320,D,BLR,VTZ
I51782,Ranchi,Bengaluru,AIX Connect,A320,D,IXR,BLR
I51982,Bengaluru,Guwahati,AIX Connect,A320,D,BLR,GAU
I51983,Guwahati,Bengaluru,AIX Connect,A320,D,GAU,BLR
I51983,Bengaluru,Goa,AIX Connect,A320,D,BLR,GOI
I51983,Goa,Hyderabad,AIX Connect,A320,D,GOI,HYD
I52461,Bengaluru,Chennai,AIX Connect,A20N,D,BLR,MAA
I52461,Chennai,Guwahati,AIX Connect,A20N,D,MAA,GAU
I52732,Lucknow,Bengaluru,AIX Connect,A320,D,LKO,BLR
I52903,Bengaluru,Bhubaneswar,AIX Connect,A320,D,BLR,BBI
I52991,Bhubaneswar,Bengaluru,AIX Connect,A320,D,BBI,BLR
I5315,Goa,Delhi,AIX Connect,A320,D,GOI,DEL
I5315,Delhi,Srinagar,AIX Connect,A320,D,DEL,SXR
I5319,Siliguri,Kolkata,AIX Connect,A320,D,IXB,CCU
I5319,Kolkata,Bhubaneswar,AIX Connect,A320,D,CCU,BBI
I5319,Bhubaneswar,Pune,AIX Connect,A320,D,BBI,PNQ
I5320,Pune,Bhubaneswar,AIX Connect,A320,D,PNQ,BBI
I5320,Bhubaneswar,Kolkata,AIX Connect,A320,D,BBI,CCU
I5320,Kolkata,Hyderabad,AIX Connect,A320,D,CCU,HYD
I5330,Pune,Lucknow,AIX Connect,A320,D,PNQ,LKO
I5330,Lucknow,Delhi,AIX Connect,A320,D,LKO,DEL
I5331,Mumbai,Ranchi,AIX Connect,A320,D,BOM,IXR
I5334,Goa,Mumbai,AIX Connect,A320,D,GOI,BOM
I5334,Mumbai,Jaipur,AIX Connect,A320,D,BOM,JAI
I5335,Ranchi,Mumbai,AIX Connect,A320,D,IXR,BOM
I5335,Mumbai,Bhubaneswar,AIX Connect,A320,D,BOM,BBI
I5337,Jaipur,Mumbai,AIX Connect,A320,D,JAI,BOM
I5338,Bhubaneswar,Mumbai,AIX Connect,A320,D,BBI,BOM
I5338,Mumbai,Goa,AIX Connect,A320,D,BOM,GOI
I5472,Bengaluru,Mumbai,AIX Connect,A320,D,BLR,BOM
I5548,Delhi,Lucknow,AIX Connect,A320,D,DEL,LKO
I5549,Ranchi,Delhi,AIX Connect,A320,D,IXR,DEL
I5549,Delhi,Cochin,AIX Connect,A320,D,DEL,COK
I5550,Cochin,Delhi,AIX Connect,A320,D,COK,DEL
I5552,Lucknow,Delhi,AIX Connect,A320,D,LKO,DEL
I5554,Kolkata,Bengaluru,AIX Connect,A320,D,CCU,BLR
I5558,Bengaluru,Kolkata,AIX Connect,A320,D,BLR,CCU
I5559,Srinagar,Delhi,AIX Connect,A320,D,SXR,DEL
I5559,Delhi,Bhubaneswar,AIX Connect,A320,D,DEL,BBI
I5560,Bhubaneswar,Delhi,AIX Connect,A320,D,BBI,DEL
I5560,Delhi,Goa,AIX Connect,A320,D,DEL,GOI
I5581,Kolkata,Siliguri,AIX Connect,A320,D,CCU,IXB
I5584,Hyderabad,Kolkata,AIX Connect,A320,D,HYD,CCU
I5588,Kolkata,Surat,AIX Connect,A320,D,CCU,STV
I5592,Surat,Kolkata,AIX Connect,A320,D,STV,CCU
I5611,Bengaluru,Cochin,AIX Connect,A320,D,BLR,COK
I5613,Bengaluru,Surat,AIX Connect ,A320,D,BLR,STV
I5613,Surat,Delhi,AIX Connect ,A320,D,STV,DEL
I5634,Kolkata,Siliguri,AIX Connect,A320,D,CCU,IXB
I5670,Jaipur,Mumbai,AIX Connect,A320,D,JAI,BOM
I5670,Mumbai,Bengaluru,AIX Connect,A320,D,BOM,BLR
I5673,Guwahati,Bengaluru,AIX Connect,A20N,D,GAU,BLR
I5679,Goa,Mumbai,AIX Connect,A320,D,GOI,BOM
I5679,Mumbai,Jaipur,AIX Connect,A320,D,BOM,JAI
I5709,Delhi,Srinagar,AIX Connect,A320,D,DEL,SXR
I5710,Srinagar,Delhi,AIX Connect,A320,D,SXR,DEL
I5710,Delhi,Ranchi,AIX Connect,A320,D,DEL,IXR
I5711,Delhi,Bhubaneswar,AIX Connect,A320,D,DEL,BBI
I5712,Bhubaneswar,Delhi,AIX Connect,A320,D,BBI,DEL
I5712,Delhi,Srinagar,AIX Connect,A320,D,DEL,SXR
I5713,Srinagar,Delhi,AIX Connect,A320,D,SXR,DEL
I5713,Delhi,Siliguri,AIX Connect,A320,D,DEL,IXB
I5721,Goa,Delhi,AIX Connect,A320,D,GOI,DEL
I5721,Delhi,Pune,AIX Connect,A320,D,DEL,PNQ
I5722,Pune,Delhi,AIX Connect,A320,D,PNQ,DEL
I5736,Pune,Delhi,AIX Connect,A320,D,PNQ,DEL
I5738,Ranchi,Delhi,AIX Connect,A320,D,IXR,DEL
I5738,Delhi,Lucknow,AIX Connect,A320,D,DEL,LKO
I5738,Lucknow,Pune,AIX Connect,A320,D,LKO,PNQ
I5740,Delhi,Bengaluru,AIX Connect,A320,D,DEL,BLR
I5741,Bengaluru,Delhi,AIX Connect,A320,D,BLR,DEL
I5741,Delhi,Srinagar,AIX Connect,A320,D,DEL,SXR
I5743,Delhi,Jaipur,AIX Connect,A320,D,DEL,JAI
I5744,Jaipur,Delhi,AIX Connect,A320,D,JAI,DEL
I5744,Delhi,Ranchi,AIX Connect,A320,D,DEL,IXR
I5754,Bhubaneswar,Delhi,AIX Connect ,A320,D,BBI,DEL
I5761,Mumbai,Jaipur,AIX Connect,A320,D,BOM,JAI
I5762,Jaipur,Mumbai,AIX Connect,A320,D,JAI,BOM
I5762,Mumbai,Goa,AIX Connect,A320,D,BOM,GOI
I5764,Delhi,Pune,AIX Connect,A320,D,DEL,PNQ
I5766,Siliguri,Delhi,AIX Connect,A320,D,IXB,DEL
I5767,Pune,Delhi,AIX Connect,A320,D,PNQ,DEL
I5767,Delhi,Siliguri,AIX Connect,A320,D,DEL,IXB
I5768,Siliguri,Delhi,AIX Connect,A320,D,IXB,DEL
I5768,Delhi,Goa,AIX Connect,A320,D,DEL,GOI
I5776,Siliguri,Delhi,AIX Connect,A320,D,IXB,DEL
I5776,Delhi,Ranchi,AIX Connect,A320,D,DEL,IXR
I5778,Ranchi,Delhi,AIX Connect,A320,D,IXR,DEL
I5779,Delhi,Goa,AIX Connect,A320,D,DEL,GOI
I5788,Guwahati,Delhi,AIX Connect,A320,D,GAU,DEL
I5788,Delhi,Pune,AIX Connect,A320,D,DEL,PNQ
I5791,Delhi,Cochin,AIX Connect,A320,D,DEL,COK
I5792,Cochin,Delhi,AIX Connect,A320,D,COK,DEL
I5792,Delhi,Guwahati,AIX Connect,A320,D,DEL,GAU
I5818,Bengaluru,Pune,AIX Connect,A320,D,BLR,PNQ
I5819,Pune,Bengaluru,AIX Connect,A320,D,PNQ,BLR
I5819,Bengaluru,Ranchi,AIX Connect,A320,D,BLR,IXR
I5820,Ranchi,Bengaluru,AIX Connect,A320,D,IXR,BLR
I5820,Bengaluru,Guwahati,AIX Connect,A320,D,BLR,GAU
I5821,Guwahati,Chennai,AIX Connect,A320,D,GAU,MAA
I5821,Chennai,Bengaluru,AIX Connect,A320,D,MAA,BLR
I5821,Bengaluru,Pune,AIX Connect,A320,D,BLR,PNQ
I5830,Goa,Delhi,AIX Connect,A320,D,GOI,DEL
I5857,Delhi,Bhubaneswar,AIX Connect ,A320,D,DEL,BBI
I5857,Srinagar,Delhi,AIX Connect,A320,D,SXR,DEL
I5942,Bengaluru,Ranchi,AIX Connect,A320,D,BLR,IXR
I5975,Pune,Bengaluru,AIX Connect,A320,D,PNQ,BLR
I5978,Visakhapatnam,Bengaluru,AIX Connect,A320,D,VTZ,BLR
I5978,Bengaluru,Ranchi,AIX Connect,A320,D,BLR,IXR
I5990,Siliguri,Kolkata,AIX Connect,A320,D,IXB,CCU
I5990,Kolkata,Bengaluru,AIX Connect,A320,D,CCU,BLR
I5990,Bengaluru,Cochin,AIX Connect,A320,D,BLR,COK
I5992,Cochin,Bengaluru,AIX Connect,A320,D,COK,BLR
